C:\Users\Marti\Documents\SelfDrivingCourse\Section13\GIT\Track\IMG\center_2020_04_13_22_27_45_327.jpg, C:\Users\Marti\Documents\SelfDrivingCourse\Section13\GIT\Track\IMG\left_2020_04_13_22_27_45_327.jpg, C:\Users\Marti\Documents\SelfDrivingCourse\Section13\GIT\Track\IMG\right_2020_04_13_22_27_45_327.jpg, 0, 0, 0, 7.921876E-05
C:\Users\Marti\Documents\SelfDrivingCourse\Section13\GIT\Track\IMG\center_2020_04_13_22_27_45_428.jpg, C:\Users\Marti\Documents\SelfDrivingCourse\Section13\GIT\Track\IMG\left_2020_04_13_22_27_45_428.jpg, C:\Users\Marti\Documents\SelfDrivingCourse\Section13\GIT\Track\IMG\right_2020_04_13_22_27_45_428.jpg, 0, 0, 0, 7.951601E-05
C:\Users\Marti\Documents\SelfDrivingCourse\Section13\GIT\Track\IMG\center_2020_04_13_22_27_45_529.jpg, C:\Users\Marti\Documents\SelfDrivingCourse\Section13\GIT\Track\IMG\left_2020_04_13_22_27_45_529.jpg, C:\Users\Marti\Documents\SelfDrivingCourse\Section13\GIT\Track\IMG\right_2020_04_13_22_27_45_529.jpg, 0, 0, 0, 7.78059E-05
C:\Users\Marti\Documents\SelfDrivingCourse\Section13\GIT\Track\IMG\center_2020_04_13_22_27_45_629.jpg, C:\Users\Marti\Documents\SelfDrivingCourse\Section13\GIT\Track\IMG\left_2020_04_13_22_27_45_629.jpg, C:\Users\Marti\Documents\SelfDrivingCourse\Section13\GIT\Track\IMG\right_2020_04_13_22_27_45_629.jpg, 0, 0, 0, 8.214363E-05
C:\Users\Marti\Documents\SelfDrivingCourse\Section13\GIT\Track\IMG\center_2020_04_13_22_27_45_732.jpg, C:\Users\Marti\Documents\SelfDrivingCourse\Section13\GIT\Track\IMG\left_2020_04_13_22_27_45_732.jpg, C:\Users\Marti\Documents\SelfDrivingCourse\Section13\GIT\Track\IMG\right_2020_04_13_22_27_45_732.jpg, 0, 0, 0, 7.802382E-05
C:\Users\Marti\Documents\SelfDrivingCourse\Section13\GIT\Track\IMG\center_2020_04_13_22_27_45_833.jpg, C:\Users\Marti\Documents\SelfDrivingCourse\Section13\GIT\Track\IMG\left_2020_04_13_22_27_45_833.jpg, C:\Users\Marti\Documents\SelfDrivingCourse\Section13\GIT\Track\IMG\right_2020_04_13_22_27_45_833.jpg, 0, 0, 0, 7.84641E-05
C:\Users\Marti\Documents\SelfDrivingCourse\Section13\GIT\Track\IMG\center_2020_04_13_22_27_45_933.jpg, C:\Users\Marti\Documents\SelfDrivingCourse\Section13\GIT\Track\IMG\left_2020_04_13_22_27_45_933.jpg, C:\Users\Marti\Documents\SelfDrivingCourse\Section13\GIT\Track\IMG\right_2020_04_13_22_27_45_933.jpg, 0, 0, 0, 7.855744E-05
C:\Users\Marti\Documents\SelfDrivingCourse\Section13\GIT\Track\IMG\center_2020_04_13_22_27_46_034.jpg, C:\Users\Marti\Documents\SelfDrivingCourse\Section13\GIT\Track\IMG\left_2020_04_13_22_27_46_034.jpg, C:\Users\Marti\Documents\SelfDrivingCourse\Section13\GIT\Track\IMG\right_2020_04_13_22_27_46_034.jpg, 0, 0, 0, 7.860143E-05
C:\Users\Marti\Documents\SelfDrivingCourse\Section13\GIT\Track\IMG\center_2020_04_13_22_27_46_136.jpg, C:\Users\Marti\Documents\SelfDrivingCourse\Section13\GIT\Track\IMG\left_2020_04_13_22_27_46_136.jpg, C:\Users\Marti\Documents\SelfDrivingCourse\Section13\GIT\Track\IMG\right_2020_04_13_22_27_46_136.jpg, 0, 0, 0, 7.823725E-05
C:\Users\Marti\Documents\SelfDrivingCourse\Section13\GIT\Track\IMG\center_2020_04_13_22_27_46_240.jpg, C:\Users\Marti\Documents\SelfDrivingCourse\Section13\GIT\Track\IMG\left_2020_04_13_22_27_46_240.jpg, C:\Users\Marti\Documents\SelfDrivingCourse\Section13\GIT\Track\IMG\right_2020_04_13_22_27_46_240.jpg, 0, 0, 0, 7.866157E-05
C:\Users\Marti\Documents\SelfDrivingCourse\Section13\GIT\Track\IMG\center_2020_04_13_22_27_46_342.jpg, C:\Users\Marti\Documents\SelfDrivingCourse\Section13\GIT\Track\IMG\left_2020_04_13_22_27_46_342.jpg, C:\Users\Marti\Documents\SelfDrivingCourse\Section13\GIT\Track\IMG\right_2020_04_13_22_27_46_342.jpg, 0, 0, 0, 8.056153E-05
